CustomerID,Churn,Age,Gender,Region,Education,CustomerSegment,ContractLength,ContractStartDate,PlanType,TenureMonths,MonthlyValue,PaymentMethod,PaymentDelinquencyStatus,IncomeTier,AutoPay
3053,0,51.0,Male,West,Bachelors,Silver,Month-to-month,2023-08-21,Premium,74.0,2582.0,Mailed Check,Current,Low,Yes
3274,0,78.0,Male,North,High School,Bronze,Month to month,2022-10-04,Basic,105.0,159.94,Crypto,90+,High,Yes
5850,0,74.0,Male,Central,Diploma,Diamond,Month-to-month,2024-08-27,Basic,38.0,149.16,Crypto,Current,Very High,Yes
44801,0,40.0,Female,North,Masters,Bronze,One year,2024-07-11,STANDARD,43.0,71.81,Crypto,60+,Low,Yes
20470,0,67.0,Male,South,Diploma,Silver,Month-to-month,2022-06-20,Premium,115.0, 98.11 ,Bank Transfer,Current,Very High,Yes
27207,0,77.0,Female,East,High School,Silver,Two year,2022-10-23,Basic,103.0,138.63,Credit Card,Current,High,Yes
13067,0,50.0,Female,East,Diploma,Bronze,Two year,2025-01-31,Ultra,23.0,120.36,PayPal,Current,Low,Yes
31321,0,22.0,Male,East,High School,Bronze,Month-to-month,2023-12-31,Basic,61.0,174.57,,Current,Low,Yes
8685,1,38.0,Female,West,Masters,Platinum,3-year,2025-06-21,Basic,10.0,109.3,PayPal,120+,Low,Yes
41610,1,20.0,FEMALE,West,Diploma,Bronze,Two year,2023-07-14,Basic,78.0,73.01,Electronic Check,Current,Low,No
42955,0,49.0, Male,East,diploma,Gold,Month-to-month,2025-05-20,Basic,13.0,146.69,Bank Transfer,Current,High,Yes
28832,0,57.0,Female,north,PhD,Silver,Two year,2024-11-12,Premium,31.0,53.25,Crypto,30+,Medium,No
16098,0,29.0, Male,NORTH,Dip,Gold,Two year,2023-06-14,Premium,81.0,$178.96,Crypto,Current,Low,Y
48039,0,58.0,Male,North,Bachelors,Silver,Month-to-month,2023-09-18,Premium,71.0,105.165,Credit Card,Current,Medium,Yes
35442,0,70.0,Female,South,Masters,Silver,One year,2025-05-20,Ultra,13.0,161.68,,Current,High,Yes
38383,0,65.0,Male,North,Diploma,Bronze,Month-to-month,2025-03-31,Standard,18.0,85.68,Mailed Check,Current,Low,No
6435,0,77.0,Female, Central,Masters,Bronze,Month-to-month,2023-01-20,Basic,95.0,163.22,Mailed Check,Current,High,No
26338,0,44.0,Female,South,PhD,Platinum,One year,2023-03-22,STANDARD,89.0,190.54,Electronic Check,Current,Low,No
3603,0,35.0,Female,West,Diploma,Bronze,Month-to-month,2025-06-14,Standard,10.0,189.67,Credit Card,Current,High,No
45187,0,52.0, Female,West,Diploma,  Gold,One year,2024-10-15,Premium,34.0,166.06,cash,Current,  Low,Yes
9763,0,21.0,Female,Central,High School,Gold,3 year,2024-06-24,Ultra,45.0,10.64,Bank Transfer,Current,High,No
29729,1,57.0,Male,West,Diploma,Bronze,One year,2024-08-01,Prem,41.0,147.1,Bank Transfer,60+,High,No
42699,1,66.0,Male,North,Bachelors,Silver,3-Year,2023-06-13,Basic,81.0,€175.31,Credit Card,90+,High,No
17711,0,57.0,Female,West,Bachelors,Bronze,One year,2024-06-16,STANDARD,46.0,77.97,Bank Transfer,Current,Low,No
46557,1,29.0,Male,East,Bachelors,Silver,Two year,2023-11-16,Standard,66.0,120.26,PayPal,Current,Very High,Yes
32370,0,78.0,Female,North,Masters,Gold,12 months,2023-07-11,Basic,78.0,183.09,Mailed Check,Current,Medium,Yes
35692,0,19.0,Male,West ,Diploma,Platinum,One year,2024-08-21,Premium,39.0,$15.82,Credit Card,Current,Low,No
10549,0,20.0,Female , North,phd,Silver,3-Year,2022-06-01,Ultra,117.0,132.02,Electronic Check,Current,High,No
41184,0,51.0,FEMALE,East,High School,Bronze,Month-to-month,2025-02-26,Premium,21.0,136.65,Credit Card,Current,Low,Yes
44722,0,23.0,Female,East,High School,Bronze,Month-to-month,2023-01-08,Premium,95.0,175.29,Credit Card,Current,High,Yes
39704,1,27.0,F,West, PhD ,Silver,Monthly,2023-06-01,Standard,82.0,194.65,PayPal,Current,Low,Yes
7014,1,79.0,Female,North,Masters,Bronze,3-Year,2025-04-01,Standard,18.0,80.36,Crypto,Current,Low,Yes
35179,0,58.0,Male,North,Diploma,Gold,Two year,2024-08-04,Premium,41.0,105.165,Bank Transfer,Current,Medium,No
41041,0,63.0,Female,North,Diploma,Bronze,Month-to-month,2024-01-26,STANDARD,59.0,74.58,PayPal,Current,Low,Yes
47950,0,32.0,Female,North,Bachelors,Bronze,Two year,2023-07-28,STANDARD,76.0,49.78,Credit Card,Current,Low,No
21971,1,48.0,Male,Central,Masters,Bronze,Month-to-month,2023-11-18,Standard,66.0,163.01,Mailed Check,90+,Medium,No
29209,0,50.0,Female,East,Bachelors,Gold,One year,2024-12-11,STANDARD,28.0,187.1,Electronic Check,Current,Medium,No
15069,1,71.0,Male,West,PhD,Bronze,Month-to-month,2022-06-16,Basic,116.0,55.7,Bank Transfer,Current,Low,Yes
23420,0,67.0,Female,South,Diploma,Silver,Two year,2025-08-02,Premium,6.0,40.85,PayPal,Current,Low,Yes
48820,1,58.0,Male,East,Masters,Bronze,Month-to-month,2024-10-09,Basic,34.0,129.33,Credit Card,Current,Very High,no
33465,0,64.0,Male,Central,Diploma,Silver,Two year,2024-12-16,STANDARD,28.0,61.77,PayPal,30+,Very High,No
31938,1,68.0,Male,Central,Diploma,Gold,One year,2023-09-21,Basic,71.0,134.43,Credit Card,30+,Low,No
3948,1,38.0,Male,East,Diploma,Bronze,Month-to-month,2023-11-07,Basic,67.0,112.59,cash,90+,Low,Yes
11497,0,54.0,Female,Central,Diploma,Silver,3-Year,2023-07-29,Premium,76.0,123.82,Bank Transfer,Current,Low,No
14031,0,49.0,MALE,Central,Diploma,Silver,1-year,2023-02-21,Ultra,92.0, 181.01 ,Mailed Check,Current,Low,No
35838,1,46.0,Male,North,Bachelors,Bronze,Month-to-month,2025-07-06,Basic,8.0,107.36,Mailed Check,Current,Very High,Yes
9129,0,60.0,Female,South,High School,Gold,One year,2022-07-25,Ultra,112.0,75.85,Electronic Check,Current,Medium,Yes
47028,0,51.0,Female,West,diploma,Diamond,3-Year,2022-11-29,Ultra,99.0,38.73,cash,Current,High,Yes
33198,0,51.0,Male,Central,High School,Silver,3-Year,2025-08-03,STANDARD,6.0,189.96,Credit Card,Current,Low,Yes
309,0,34.0,Female,Central,Diploma,Bronze,Month-to-month,2025-02-12,Ultra,22.0, 87.19 ,PayPal,Current,Low,Y
38011,0,73.0,Female,South,Bachelors,Bronze,Month-to-month,2022-12-06,Basic,99.0,185.99,cash,Current,Low,no 
35025,0,33.0,Male,East,High School,Silver,Month-to-month,2023-07-16,Standard,77.0,115.43,PayPal,Current,High,Yes
48507,0,30.0,Female,East,High School,Bronze,One year,2025-09-17,STANDARD,2.0,€159.65,paypal,Current,High,Yes
8002,1,38.0,Female,South,Diploma,Bronze,3-Year,2024-10-27,Premium,33.0,29.48,Crypto,Current,Low,No
5888,0,27.0,Male,West,Diploma,Silver,3-Year,2022-10-13,Basic,104.0,13.5,Bank Transfer,Current,High,No
1081,1,49.0,Male,south,Diploma,Silver,3-Year,2022-12-31,Basic,9700.0,45.33,Crypto,Current,Low,No
22389,1,49.0,Male,South,Diploma,Silver,Month-to-month,2025-05-03,Basic,15.0,105.165,Electronic Check,Current,Low,no 
31721,0,49.0,Male,South,Bachelors,Diamond,2 year,2023-12-09,Basic,63.0,105.165,cash,Current,High,No
49789,0,78.0,Female,North,Masters,Bronze,2 year,2022-08-04,Standard,110.0,54.02,Electronic Check,30+,Very High,No
34095,0,42.0,Male,Central,Masters,Platinum,Month-to-month,2024-04-20,Premium,51.0,170.91,Crypto,Current,High,No
5014,1,67.0,Female,North,Bachelors,Silver,Month to month,2025-04-13,Basic,16.0,177.95,Crypto,30+,Medium,No
27994,0,21.0,Male,Central,Masters,Bronze,Month-to-month,2023-01-14,Standard,95.0,145.96,Bank Transfer,Current,Very High,Yes
13979,1,41.0,Female,South,PhD,Gold,One year,2025-07-04,Ultra,,173.55,Crypto,30+,Medium,Yes
5380,0,27.0,Male,East,Bachelors,Silver,3-Year,2025-03-15,STANDARD,19.0,68.52,cash,Current,High,No
30492,0,51.0,Male,East,Masters,Bronze,One year,2025-07-30,Standard,6.0,172.17,cash,Current,Low,No
2,0,69.0,Female,North,Diploma,Silver,Month-to-month,2022-12-18,Standard,97.0,131.96,PayPal,Current,Low,No
2825,0,18.0,Female,Central,Diploma,Gold,One year,2022-11-27,Standard,100.0,62.55,,Current,Low,Yes
39097,0,47.0,Male,South,Diploma,Silver,3-Year,2024-07-29,Basic,41.0,55.57,cash,60+,Low,Yes
7306,0,61.0,Female ,North,Masters,Silver,3-Year,2023-12-31,STANDARD,62.0,199.17,Electronic Check,Current,High,Yes
31757,0,76.0,Male,East,Diploma,Bronze,Two year,2025-02-20,Premium,22.0,82.85,Mailed Check,Current,Low,Yes
4649,0,77.0,Male,Central,Masters,Silver,Month-to-month,2023-09-08,Standard,73.0,28.28,Crypto,30+,Very High,No
8909,1,71.0,Male,Central,Masters,Bronze,2-year,2022-11-06,Basic,101.0,148.3,Electronic Check,Current,Low,Yes
1323,0,32.0,Male,Central,Masters,Silver,One year,2024-10-08,Ultra,34.0,93.56,Electronic Check,Current,High,No
47009,1,73.0,Female,North,DIPLOMA,Silver,Month-to-month,2024-06-26,Premium,44.0,108.91,Mailed Check,60+,Low,Yes
44728,0,23.0,Female,Central,Masters,Silver,3-Year,2024-01-05,STANDARD,61.0,78.9,Mailed Check,Current,Low,Yes
17014,0,31.0,Male,,,Platinum,Month-to-month,2022-08-14,Ultra,110.0,129.94,Credit Card,Current,High,No
19862,1,49.0,F,West,Diploma,Bronze,Month-to-month,2023-12-09,Premium,64.0,148.08,cash,Current,Low,Yes
27534,0,43.0,Male,South,Bachelors,Bronze,Two year,2022-07-03,Basic,114.0,19.86,cash,30+,Low,Yes
5915,0,20.0,Male,South,,Bronze,One year,2024-07-23,STANDARD,,170.79,Crypto,Current,High,Yes
16820,0,34.0,Male,Central,Bachelors,Gold,3 year,2022-08-28,Standard,108.0,106.1,PayPal,Current,Medium,Yes
0017847,0,52.0,Male,South,High School,Diamond,3-Year,2024-11-02,Premium,32.0,149.84,Crypto,Current,Low,Yes
20662,0,63.0,Female,Central,Bachelors,Gold,One year,2023-10-29,Prem,68.0, 28.09 ,Credit Card,30+,Low,No
22291,0,77.0,Male,South,Diploma,Silver,Two year,2023-06-17,Basic,81.0,162.12,Electronic Check,Current,Low,Yes
42792,0,69.0,Female,Central,Diploma,Bronze,Month-to-month,2024-10-29,Basic,33.0,14.53,cash,Current,Very High,0
32666,0,49.0,Male,SOUTH,PhD,Bronze,Month-to-month,2023-04-20,Premium,86.0,131.82,PayPal,Current,Low,No
4388,1,57.0,Female,South,Diploma,Bronze,Month-to-month,2025-05-03,Premium,14.0,106.23,Crypto,Current,Very High,Yes
13547,0,49.0,Female,South,PhD,Bronze,Two year,2023-08-30,Premium,73.0,138.53,Credit Card,30+,Very High,Yes
46014,0,26.0,Male,West,Diploma,Silver,3-Year,2023-09-18,Basic,71.0,€29.50,,Current,Very High,Yes
7432,0,49.0,Male,North,Diploma,Gold,M2M,2024-05-20,Basic,48.0,176.43,Crypto,Current,Very High,Yes
6252,0,34.0,Male,North,Masters,Gold,Month-to-month,2023-10-15,STANDARD,69.0,193.45,Electronic Check,Current,Low,Yes
14324,0,49.0, Male,,PhD,Platinum,Month-to-month,2023-12-10,Standard,64.0,105.165,Mailed Check,Current,High,No
30284,1,65.0,Female,North,Diploma,Bronze,Two year,2025-06-25,Ultra,9.0,39.63,Credit Card,90+,Low,No
18592,0,65.0,Male,Central,Bachelors,Silver,Month to month,2023-06-27,Premium,79.0,€105.17,cash,Current,Medium,No
7818,0,38.0,Female,West,Bachelors,Gold,Month-to-month,2025-01-09,Basic,26.0,161.23,Electronic Check,Current,High,Yes
48882,1,44.0,FEMALE,South,Diploma,Platinum,Month-to-month,2024-03-18,Ultra,54.0,376.6668124,PayPal,Current,Medium,Yes
41385,1,31.0,Female,South,High School,Gold,Month-to-month,2023-09-12,Premium,72.0,104.67,cash,Current,Very High,No
26067,0,59.0,Female ,Central,Diploma,Silver,3-Year,2022-05-28,Standard,117.0,82.93,Mailed Check,Current,Low,No
41213,0,33.0,female,South,Masters,Silver,Two year,2024-07-25,Standard,, 142.85 ,cash,Current,Medium,Yes
13645,0,61.0,Male,East,Masters,Bronze,Two year,2024-11-01,Ultra,32.0,75.57,Mailed Check,30+,High,Yes
29133,0,22.0,Male,East,PhD,Bronze,3 year,2023-02-04,Premium,93.0,103.13,cash,Current,Low,Yes
16990,0,18.0,Male,Central,Masters,Platinum,month-to-month,2024-05-05,STANDARD,50.0,95.15,Bank Transfer,Current,Very High,No
37792,0,49.0,M,West,Diploma,Bronze,3-Year,2022-12-20,Basic,98.0, 12.64 ,Electronic Check,Current,Low,No
30362,0,69.0,Male,East,Ph.D.,Bronze,Month-to-month,2023-11-07,STANDARD,67.0,149.77,Mailed Check,Current,Low,No
5465,0,26.0,Female,west,Diploma,Gold,Two year,2023-09-29,Ultra,71.0,105.165,,Current,High,Yes
7041,0,44.0,Male,West,Diploma,Silver,Month-to-month,2023-08-08,STANDARD,75.0,130.84,Crypto,Current,High,Yes
33004,0,67.0,Male,South,Bachelors,Silver,Month-to-month,2023-12-22,Basic,62.0,161.94,Electronic Check,Current,High,Yes
41916,0,66.0,Male,South,Bachelors,Diamond,one year,2023-10-18,Premium,,179.77,Mailed Check,Current,Low,No
4472,0,66.0,Female,,phd,Gold,M2M,2023-11-30,Ultra,64.0,153.08,Electronic Check,Current,High,No
29636,0,21.0,Female,West,High School,Bronze,Month-to-month,2022-12-09,STANDARD,99.0,192.32,Mailed Check,Current,Low,No
31059,0,49.0,Female,Central,Diploma,Bronze,One year,2024-01-07,STANDARD,61.0,129.08,PayPal,Current,Low,Yes
49814,0,59.0,Female,East,Diploma,Platinum,One year,2022-08-25,Basic,109.0,174.31,PayPal,90+,Medium,No
 36977 ,0,32.0,Female,East,Bachelors,Bronze,Month-to-month,2025-07-13,Basic,8.0,191.86,Electronic Check,Current,High,Yes
47470,0,39.0,Female,,Bachelors,Platinum,M2M,2024-04-21,Premium,51.0,182.01,Credit Card,Current,High,Yes
32677,0,49.0,Male,Central,High School,Silver,Month-to-month,2023-12-25,STANDARD,62.0,€37.39,Bank Transfer,Current,Low,No
34642,0,59.0,Male,West,Diploma,Bronze,Month-to-month,2023-08-13,Basic,75.0,161.24,,Current,Low,Yes
1196,0,78.0,Female,South,HS,Bronze,Month-to-month,2022-11-27,Ultra,99.0,€177.28,Credit Card,Current,Low,True
13510,0,62.0,Female,  Central,Diploma,Bronze,One year,2025-03-03,Ultra,21.0,120.55,Electronic Check,Current,High,Yes
25546,1,66.0,Male,West,Masters,Silver,Month-to-month,2023-09-27,Premium,71.0,16.01,Bank Transfer,Current,Low,No
41072,0,44.0,Female,West,High School,Gold,12 months,2022-12-31,Standard,97.0,199.20,,Current,Low,Yes
28597,0,76.0,Female,Central,Masters,Bronze,Month-to-month,2024-02-14,Basic,57.0,169.59,Credit Card,Current,High,Yes
36806,0,21.0,Female,East,Diploma,Bronze,Month-to-month,2025-06-16,PREMIUM,11.0,19.0,Mailed Check,Current,Medium,Yes
40467,0,54.0,Male,East,Masters,Bronze,Two year,2023-01-20,ultra,94.0,11.76,,Current,Very High,Yes
28338,1,46.0,Female,North,Bachelors,Gold,1 year,2023-12-15,Standard,63.0,105.165,PayPal,60+,Medium,Yes
46405,1,49.0,Male,East,Diploma,Bronze,One year,2023-03-28,Basic,88.0,26.63,Crypto,Current,Very High,Yes
49268,0,71.0,Male,West,PhD,Bronze,Month-to-month,2024-01-04,Premium,61.0,341.7666884,Electronic Check,Current,Low,Yes
17976,0,21.0,Female,Central,PhD,Bronze,One year,2023-02-20,Basic,92.0,193.92,Bank Transfer,Current,Low,Yes
46871,0,49.0,Female,West,Diploma,Platinum,Month-to-month,2024-11-17,STANDARD,31.0,97.15,Mailed Check,Current,High,Yes
15139,0,45.0,Female,East,diploma,Bronze,Month-to-month,2023-12-07,Basic,64.0,73.6,,Current,Low,Yes
 38282 ,1,78.0,MALE,North,Bachelors,Bronze,Two year,2025-08-20,STANDARD,4.0,135.68,Electronic Check,Current,Medium,Yes
23968,0,58.0,Female,Central,Diploma,Silver,3-Year,2024-09-05,Basic,38.0,33.62,Crypto,Current,High,Yes
12564,0,35.0,Female,East,High School,Bronze,Month-to-month,2023-08-17,Standard,75.0,26.53,Bank Transfer,Current,Very High,No
23193,0,61.0,Female,West,Diploma,Bronze,Month-to-month,2024-03-01,Ultra,55.0, 137.38 ,Crypto,Current,Very High,Yes
18428,0,18.0,Male,South,Diploma,Silver,Monthly,2023-10-30,Basic,68.0,94.27,Crypto,Current,Low,No
42846,0,49.0,Male,South,Diploma,Bronze,3-Year,2024-08-28,Basic,,53.08,Crypto,Current,Very High,Yes
33687,0,72.0,Female,Central,High School,Silver,One year,2023-11-09,Basic Plan,66.0,118.13,Credit Card,Current,High,Y
 27162 ,0,58.0,M,South,Dip,Gold,Month-to-month,2023-08-25,STANDARD,74.0,105.165,Electronic Check,Current,Medium,No
25001,0,49.0,Female,West,Diploma,Silver,Month-to-month,2023-07-16,Standard,78.0, 185.2 ,cash,30+,Medium,Yes
3522,0,64.0,Male,Central,Bachelors,Bronze,One year,2025-08-06,Basic,6.0,133.28,Crypto,Current,Low,yes 
43657,0,44.0,Female,North,Diploma,Bronze,Two year,2024-02-23,Basic,56.0,188.29,Crypto,30+,High,Yes
28483,0,25.0,Female,Central,Masters,Gold,3-Year,2025-07-30,Standard,6.0,48.88,PayPal,Current,Medium,No
36449,0,28.0,Male,North,High School,Bronze,Two year,2024-01-01,Basic,61.0,105.165,cash,30+,High,No
34796,0,30.0,Male,South,Diploma,Bronze,Month-to-month,2025-04-23,Basic,15.0,34.15,Mailed Check,60+,Low,No
44026,1,40.0,Male,Central,Bachelors,Silver,One year,2024-11-10,Premium,31.0,154.07,Credit Card,60+,Medium,No
49470,0,76.0,Male,North,Masters,Bronze,Month-to-month,2023-03-02,Standard,91.0,164.38,cash,Current,Low,No
26728,1,44.0,Male,West,Diploma,Silver,Month-to-month,2025-05-13,Basic,14.0,105.165,cash,Current,Low,Yes
12008,0,18.0,Male,South ,Diploma,Silver,One year,2024-09-17,Premium,36.0,38.45,Credit Card,Current,Low,No
49991,1,72.0,Male,South,Diploma,Gold,Month-to-month,2024-04-12,Standard,52.0,199.9,cash,Current,Low,Yes
6456,1,52.0,Male,Central,Masters,Bronze,Month-to-month,2023-04-14,Premium,87.0,138.81,Crypto,Current,Medium,No
35999,0,49.0,Female,South,PhD,Platinum,Month-to-month,2022-08-08,Standard,110.0,180.53,PayPal,Current,Low,No
0039653,0,19.0,Female,East,Diploma,Bronze,Two year,2022-05-11,STANDARD,119.0,176.26,Bank Transfer,Current,Medium,No
556,0,66.0,Male,North,Diploma,Platinum,Month-to-month,2025-02-09,Premium,22.0,24.61,Mailed Check,Current,Very High,No
1765,1,26.0,Male,South,High School,Silver,Month-to-month,2025-07-30,Basic,6.0,21.47,,Current,Very High,Yes
7486,0,23.0,Female,West,Masters,Bronze,Two year,2022-07-17,Premium,113.0,37.01,Credit Card,Current,Low,No
35310,0,49.0,Male,North,Diploma,Gold,month-to-month,2024-11-17,Basic,30.0,137.34,Mailed Check,Current,High,No
27654,0,40.0,Female,South,Bachelors,Silver,Month-to-month,2023-07-04,Basic,79.0,61.28,Credit Card,Current,Low,No
45453,0,40.0,Female,West,High School,Gold,Month-to-month,2023-11-05,Premium,67.0,133.22,Credit Card,Current,Low,No
45813,1,52.0,Female,North,Diploma,Bronze,Month-to-month,2023-01-06,Basic,96.0,157.93,,Current,Very High,Yes
20546,0,49.0,Female,West,Diploma,Gold,Month-to-month,2024-09-28,Standard,36.0,39.89,Credit Card,Current,Low,NO
5654,0,55.0,Male,East,High School,Gold,Month to month,2022-07-21,Ultra,112.0,196.51,cash,Current,Low,Yes
33128,0,54.0,female,North,Diploma,Silver,Two year,2023-10-08,Standard,70.0,79.45,PayPal,Current,Medium,yes
36149,0,53.0,Male,Central,Bachelors,Silver,Month-to-month,2022-11-25,Basic,100.0,30.64,Bank Transfer,Current,Low,Yes
27781,0,75.0,Female,South,Diploma,Silver,Month-to-month,2022-05-22,Premium,118.0,174.55,Electronic Check,Current,Low,Yes
14241,0,47.0,Male,South,DIPLOMA,Silver,3-Year,2024-10-30,Basic,32.0,€38.43,Bank Transfer,Current,Medium,Yes
24335,1,28.0,Female,East,PhD,Bronze,One year,2025-09-18,Premium,1.0,199.02,Electronic Check,Current,High,No
21462,1,49.0,F,West,High School,Bronze,Month-to-month,2024-06-14,Ultra,46.0,$151.12,PayPal,90+,Low,No
7125,0,68.0,Female,Central,Masters,Gold,Two year,2024-01-07,Basic,61.0,93.1,Credit Card,Current,Very High,No
7071,0,47.0,Male,West,Diploma,Gold,One year,2024-05-21,Ultra Plan,48.0,159.64,Crypto,30+,Low,No
36812,1,40.0,Female,West,Bachelors,Silver,Month-to-month,2024-10-07,Basic,35.0,105.165,Crypto,Current,Low,Yes
23029,0,21.0,Male,East,Masters,Bronze,One year,2023-10-30,Ultra,67.0,113.44,Electronic Check,Current,Low,No
27260,0,69.0,Male,East,Bachelors,Diamond,two year,2022-06-27,Standard,114.0,105.165,PayPal,Current,High,Yes
13077,0,18.0,Male,North,Diploma,Silver,Month-to-month,2025-01-29,Basic,24.0,169.83,Crypto,Current,Low,No
18408,0,49.0,Female,North,Masters,Platinum,Month-to-month,2023-09-14,Premium,,126.85,cash,Current,Low,Yes
35269,0,75.0,Male,East,PhD,Silver,Two year,2024-05-25,STANDARD,48.0,103.86,Electronic_Check,Current,Very High,No
23422,0,19.0,Female,West,Diploma,Gold,Two year,2023-04-17,premium,86.0,105.17,,Current,Low,Yes
46538,0,25.0,Female,East,PhD,Bronze,One year,2024-08-27,Basic,39.0,€105.17,Crypto,Current,Low,No
9437,1,47.0,Male, North,High School,Bronze,Month-to-month,2025-04-01,Basic,17.0,63.59,electronic check,30+,Very High,No
37150,0,34.0,Female,East,Masters,Gold,Two year,2025-06-27,Ultra,9.0,143.44,Bank Transfer,Current,Medium,Yes
22789,1,64.0,Female,North,Diploma,Silver,2 year,2025-03-30,Standard,18.0,37.46,cash,Current,Medium,No
20663,1,49.0,Male,North,PhD,Platinum,Month-to-month,2023-09-11,STANDARD,72.0,125.45,credit card,Current,Low,No
44779,0,66.0,Female,East,Bachelors,Bronze,One year,2022-09-27,Basic,105.0,16.75,Credit Card,Current,High,No
23480,0,49.0,male,Central,PhD,Bronze,Month-to-month,2023-04-28,basic,85.0,71.88,cash,Current,High,No
44207,0,49.0,Female,East,PhD,Silver,One year,2025-08-26,STANDARD,4.0,53.95,cash,Current,Low,Yes
19351,1,71.0,Male,North,Diploma,Bronze,One year,2024-08-02,Basic,41.0,61.91,Crypto,30+,Low,No
37342,0,49.0,Male,Central,High School,Silver,Month-to-month,2024-05-15,Basic,48.0,81.44,Electronic Check,30+,Low,No
27109,0,42.0,Male,east,Diploma  ,Silver,Two year,2023-12-13,Premium,63.0,138.02,Crypto,Current,High,No
47890,0,73.0,Male,East,High School,Silver,Month-to-month,2023-03-27,Basic,88.0,55.68,Electronic Check,Current,High,Yes
6323,0,24.0,Female,South,Masters,Bronze,One year,2025-04-24,Ultra,15.0,154.91,Electronic Check,Current,Very High,True
41441,0,,Male,Central,Masters,Silver,Month-to-month,2024-10-07,Basic,34.0,€147.81,Credit Card,Current,Low,No
48382,0,66.0,Male,East,Diploma,Silver,One year,2023-10-07,Ultra,69.0,190.42,E-Check,Current,Low,Yes
45391,1,20.0,Male,Central,,Bronze,Two year,2024-04-13,Basic,52.0,23.02,Crypto,Current,High,Yes
15879,0,,Female,South,Masters,Silver,Month-to-month,2022-11-02,STANDARD,102.0,€26.97,Electronic Check,Current,High,Yes
34604,0,73.0,Female,East,PhD,Bronze,Month-to-month,2022-10-30,Basic,102.0,99.13,,Current,Very High,Yes
7422,0,44.0, Male,Central,PhD, Silver,Month-to-month,2024-11-30,Premium,29.0,175.65,Electronic Check,Current,  Very High,no 
6945,0,56.0,Female,West,Diploma,Silver,Month-to-month,2022-12-02,STANDARD,99.0,80.38,PayPal,Current,Low,No
37238,0,,Male,West,Diploma,Bronze,Two year,2021-11-28,STANDARD,135.0,22.87,Crypto,Current,High,No
8102,0,68.0,Male  ,East,Diploma, Silver,One year,2025-08-07,STANDARD,5.0,155.04,Credit Card,Current,  Very High,No
28095,1,57.0,Male,East,Bachelors,Gold,3-Year,2022-10-20,Ultra,103.0,$131.32,Mailed Check,Current,Low,Yes
35645,0,53.0,Female,Central,Diploma,Silver,Month-to-month,2023-07-17,STANDARD,78.0,61.63,Crypto,Current,High,No
26601,0,53.0,Male,East ,High School,Gold,3-Year,2023-10-14,Premium,69.0,$49.10,Electronic Check,30+,Very High,Yes
7144,0,54.0,Female,EAST,High School,Gold,3-Year,2024-06-24,STANDARD,45.0,89.34,Bank Transfer,Current,Medium,Yes
8915,0,77.0,Male,Central,Diploma,Bronze,3-Year,2023-05-22,Basic,83.0,16.9,Electronic Check,Current,Medium,yes
14343,0,43.0,Male,East,Bachelors,Platinum,Two year,2022-06-06,Basic,117.0,64.25,cash,Current,Medium,Yes
1619,0,39.0,Male,South,High School ,Bronze,Two year,2025-04-20,Basic,16.0,61.41,Electronic Check,60+,Low,Yes
5717,0,42.0,Female,South,Diploma,Bronze,3-Year,2023-09-22,Ultra,71.0,105.165,Mailed Check,Current,Low,Yes
36654,0,32.0,Male,South,Bachelors,Bronze,Two year,2025-06-18,Basic,10.0,17.28,Electronic Check,Current,Very High,Yes
44170,0,66.0,Female, North ,Masters,Diamond,MTM,2022-06-28,Basic,114.0,81.22,Bank Transfer,Current,Very High,No
26520,0,51.0, Female,north,PhD,Gold,Two year,2022-12-31,Standard,96.0,2821.0,Mailed Check,Current,Low,No
45590,1,33.0,Male,South,Masters,Silver,Month-to-month,2023-03-12,Basic,90.0,198.0,Mailed Check,Current,High,Yes
39935,0,71.0,Female,West,Bachelors,Bronze,One year,2025-05-25,Standard,13.0,124.35,cash,Current,Medium,No
1997,1,61.0,Female,North,Diploma,Bronze,3-Year,2022-12-09,STANDARD,98.0,28.45,,Current,Low,Yes
40510,1,24.0,Female,South,PhD,Gold,M2M,2024-05-24,Basic,48.0,105.17,Mailed Check,30+,Low,No
13483,0,20.0,Male,Central,High School,Silver,Month to month,2024-01-29,Premium,58.0,81.29,Crypto,Current,Low,Yes
7443,0,23.0,Female,South,Bachelors,Silver,One year,2022-06-26,Ultra Plan,114.0,40.9,Mailed Check,30+,Medium,Y
3331,0,49.0,Female,North,Diploma,Silver,One year,2023-03-29,Ultra,88.0,73.18,Bank Transfer,30+,Low,No
13081,0,77.0,Female,South ,Diploma,Silver,One year,2023-05-13,Premium,83.0,47.65,Mailed Check,Current,Medium,No
18029,1,25.0,Female,North,Bachelors,Bronze,Two year,2024-10-18,STANDARD,34.0,16.02,Credit Card,60+,Low,No
49916,0,47.0,Female,North,Masters,Silver,Month-to-month,2024-02-29,Ultra,56.0,105.165,Crypto,Current,Low,Yes
12042,0,44.0,Male,North,HS,Gold,3-Year,2025-01-13,Ultra,25.0,105.165,Credit Card,Current,High,No
31902,0,20.0,Male,Central,Masters,Platinum,Month-to-month,2023-05-12,Basic,84.0,€163.61,cash,Current,Low,Yes
10116,0,69.0,Female,North,Bachelors,Bronze,Two year,2023-02-09,Standard,92.0,72.12,Bank Transfer,Current,Very High,Yes
13236,0,49.0, Male,East,PhD,Bronze,Two year,2022-09-18,Basic,107.0, 166.18 ,Crypto,60+,Low,Yes
