"Statistic Label","Year","Partner Region","Trade Flow","Percentage of Turnover Exported","NACE Rev 2 Activity","UNIT","VALUE"
"Value","2024","EU27 countries (from 2020)","Exports","25-49% Turnover Exported","Total Trade in Goods","Euro Thousand","26027571.656"
"Value","2024","EU27 countries (from 2020)","Exports","50-74% Turnover Exported","Agriculture, forestry and fishing (A)","Euro Thousand","17385.595"
"Value","2024","EU27 countries (from 2020)","Exports","50-74% Turnover Exported","Agriculture, Forestry & Fishing, Construction and Services, excluding Retail & Wholesale (A, F, H -U)","Euro Thousand","65260.837"
"Value","2024","EU27 countries (from 2020)","Exports","50-74% Turnover Exported","Mining and quarrying (B)","Euro Thousand","0"
"Value","2024","EU27 countries (from 2020)","Exports","50-74% Turnover Exported","Industry (B - E)","Euro Thousand","4411063.56"
"Value","2024","EU27 countries (from 2020)","Exports","50-74% Turnover Exported","Manufacturing (C)","Euro Thousand","4332097.512"
"Value","2024","EU27 countries (from 2020)","Exports","50-74% Turnover Exported","Food products (C10)","Euro Thousand","594231.119"
"Value","2024","EU27 countries (from 2020)","Exports","50-74% Turnover Exported","Beverages (C11)","Euro Thousand",""
"Value","2024","EU27 countries (from 2020)","Exports","50-74% Turnover Exported","Tobacco products (C12)","Euro Thousand","0"
"Value","2024","EU27 countries (from 2020)","Exports","50-74% Turnover Exported","Textiles (C13)","Euro Thousand",""
"Value","2024","EU27 countries (from 2020)","Exports","50-74% Turnover Exported","Wearing apparel (C14)","Euro Thousand",""
"Value","2024","EU27 countries (from 2020)","Exports","50-74% Turnover Exported","Leather and related products (C15)","Euro Thousand","0"
"Value","2024","EU27 countries (from 2020)","Exports","50-74% Turnover Exported","Wood and wood products, except furniture (C16)","Euro Thousand",""
"Value","2024","EU27 countries (from 2020)","Exports","50-74% Turnover Exported","Paper and paper products (C17)","Euro Thousand",""
"Value","2024","EU27 countries (from 2020)","Exports","50-74% Turnover Exported","Printing and reproduction of recorded media (C18)","Euro Thousand",""
"Value","2024","EU27 countries (from 2020)","Exports","50-74% Turnover Exported","Coke and refined petroleum products (C19)","Euro Thousand",""
"Value","2024","EU27 countries (from 2020)","Exports","50-74% Turnover Exported","Chemicals and chemical products (C20)","Euro Thousand","149835.743"
"Value","2024","EU27 countries (from 2020)","Exports","50-74% Turnover Exported","Basic pharmaceutical products and preparations (C21)","Euro Thousand",""
"Value","2024","EU27 countries (from 2020)","Exports","50-74% Turnover Exported","Rubber and plastic products (C22)","Euro Thousand","175851.788"
"Value","2024","EU27 countries (from 2020)","Exports","50-74% Turnover Exported","Other non-metallic mineral products (C23)","Euro Thousand",""
"Value","2024","EU27 countries (from 2020)","Exports","50-74% Turnover Exported","Basic metals (C24)","Euro Thousand","0"
"Value","2024","EU27 countries (from 2020)","Exports","50-74% Turnover Exported","Fabricated metal products, except machinery and equipment (C25)","Euro Thousand","121968.075"
"Value","2024","EU27 countries (from 2020)","Exports","50-74% Turnover Exported","Computer, electronic and optical products (C26)","Euro Thousand","57656.763"
"Value","2024","EU27 countries (from 2020)","Exports","50-74% Turnover Exported","Electrical equipment (C27)","Euro Thousand",""
"Value","2024","EU27 countries (from 2020)","Exports","50-74% Turnover Exported","Machinery and equipment n.e.c. (C28)","Euro Thousand","231889.756"
"Value","2024","EU27 countries (from 2020)","Exports","50-74% Turnover Exported","Motor vehicles, trailers and semi-trailers (C29)","Euro Thousand","13084.755"
"Value","2024","EU27 countries (from 2020)","Exports","50-74% Turnover Exported","Other transport equipment (C30)","Euro Thousand","0"
"Value","2024","EU27 countries (from 2020)","Exports","50-74% Turnover Exported","Furniture (C31)","Euro Thousand","0"
"Value","2024","EU27 countries (from 2020)","Exports","50-74% Turnover Exported","Other manufacturing (C32)","Euro Thousand",""
"Value","2024","EU27 countries (from 2020)","Exports","50-74% Turnover Exported","Repair and installation of machinery and equipment (C33)","Euro Thousand",""
"Value","2024","EU27 countries (from 2020)","Exports","50-74% Turnover Exported","Electricity, gas, steam and air conditioning supply (D)","Euro Thousand","0"
"Value","2024","EU27 countries (from 2020)","Exports","50-74% Turnover Exported","Water supply; sewerage, waste management and remediation activities (E)","Euro Thousand","78966.048"
"Value","2024","EU27 countries (from 2020)","Exports","50-74% Turnover Exported","Construction (F)","Euro Thousand",""
"Value","2024","EU27 countries (from 2020)","Exports","50-74% Turnover Exported","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro Thousand","1628702.226"
"Value","2024","EU27 countries (from 2020)","Exports","50-74% Turnover Exported","Wholesale and retail trade and repair of motor vehicles and motorcycles (G45)","Euro Thousand","3344.838"
"Value","2024","EU27 countries (from 2020)","Exports","50-74% Turnover Exported","Wholesale trade, except of motor vehicles and motorcycles (G46)","Euro Thousand","1607756.757"
"Value","2024","EU27 countries (from 2020)","Exports","50-74% Turnover Exported","Retail trade, except of motor vehicles and motorcycles (G47)","Euro Thousand","17600.631"
"Value","2024","EU27 countries (from 2020)","Exports","50-74% Turnover Exported","Transportation and storage (H)","Euro Thousand",""
"Value","2024","EU27 countries (from 2020)","Exports","50-74% Turnover Exported","Accommodation and Food and Other Services (I, O to U)","Euro Thousand",""
"Value","2024","EU27 countries (from 2020)","Exports","50-74% Turnover Exported","Information and communication (J)","Euro Thousand",""
"Value","2024","EU27 countries (from 2020)","Exports","50-74% Turnover Exported","Financial and insurance activities (K)","Euro Thousand",""
"Value","2024","EU27 countries (from 2020)","Exports","50-74% Turnover Exported","Real estate activities (L)","Euro Thousand",""
"Value","2024","EU27 countries (from 2020)","Exports","50-74% Turnover Exported","Professional, scientific and technical activities (M)","Euro Thousand","8535.27"
"Value","2024","EU27 countries (from 2020)","Exports","50-74% Turnover Exported","Administrative and support service activities (N)","Euro Thousand",""
"Value","2024","EU27 countries (from 2020)","Exports","50-74% Turnover Exported","Unknown","Euro Thousand","0"
"Value","2024","EU27 countries (from 2020)","Exports","50-74% Turnover Exported","Total Trade in Goods","Euro Thousand","6105026.623"
"Value","2024","EU27 countries (from 2020)","Exports","75%+ Turnover Exported","Agriculture, forestry and fishing (A)","Euro Thousand","42413.254"
"Value","2024","EU27 countries (from 2020)","Exports","75%+ Turnover Exported","Agriculture, Forestry & Fishing, Construction and Services, excluding Retail & Wholesale (A, F, H -U)","Euro Thousand","2327450.528"
"Value","2024","EU27 countries (from 2020)","Exports","75%+ Turnover Exported","Mining and quarrying (B)","Euro Thousand",""
"Value","2024","EU27 countries (from 2020)","Exports","75%+ Turnover Exported","Industry (B - E)","Euro Thousand","39710622.563"
"Value","2024","EU27 countries (from 2020)","Exports","75%+ Turnover Exported","Manufacturing (C)","Euro Thousand","39696442.605"
"Value","2024","EU27 countries (from 2020)","Exports","75%+ Turnover Exported","Food products (C10)","Euro Thousand","5729718.192"
"Value","2024","EU27 countries (from 2020)","Exports","75%+ Turnover Exported","Beverages (C11)","Euro Thousand","8202.611"
"Value","2024","EU27 countries (from 2020)","Exports","75%+ Turnover Exported","Tobacco products (C12)","Euro Thousand","0"
"Value","2024","EU27 countries (from 2020)","Exports","75%+ Turnover Exported","Textiles (C13)","Euro Thousand","53041.452"
"Value","2024","EU27 countries (from 2020)","Exports","75%+ Turnover Exported","Wearing apparel (C14)","Euro Thousand","0"
"Value","2024","EU27 countries (from 2020)","Exports","75%+ Turnover Exported","Leather and related products (C15)","Euro Thousand",""
"Value","2024","EU27 countries (from 2020)","Exports","75%+ Turnover Exported","Wood and wood products, except furniture (C16)","Euro Thousand",""
"Value","2024","EU27 countries (from 2020)","Exports","75%+ Turnover Exported","Paper and paper products (C17)","Euro Thousand",""
"Value","2024","EU27 countries (from 2020)","Exports","75%+ Turnover Exported","Printing and reproduction of recorded media (C18)","Euro Thousand",""
"Value","2024","EU27 countries (from 2020)","Exports","75%+ Turnover Exported","Coke and refined petroleum products (C19)","Euro Thousand","0"
"Value","2024","EU27 countries (from 2020)","Exports","75%+ Turnover Exported","Chemicals and chemical products (C20)","Euro Thousand",""
"Value","2024","EU27 countries (from 2020)","Exports","75%+ Turnover Exported","Basic pharmaceutical products and preparations (C21)","Euro Thousand","9464497.702"
"Value","2024","EU27 countries (from 2020)","Exports","75%+ Turnover Exported","Rubber and plastic products (C22)","Euro Thousand","743785.792"
"Value","2024","EU27 countries (from 2020)","Exports","75%+ Turnover Exported","Other non-metallic mineral products (C23)","Euro Thousand",""
"Value","2024","EU27 countries (from 2020)","Exports","75%+ Turnover Exported","Basic metals (C24)","Euro Thousand","124470.054"
"Value","2024","EU27 countries (from 2020)","Exports","75%+ Turnover Exported","Fabricated metal products, except machinery and equipment (C25)","Euro Thousand","181726.307"
"Value","2024","EU27 countries (from 2020)","Exports","75%+ Turnover Exported","Computer, electronic and optical products (C26)","Euro Thousand",""
"Value","2024","EU27 countries (from 2020)","Exports","75%+ Turnover Exported","Electrical equipment (C27)","Euro Thousand","216654.632"
"Value","2024","EU27 countries (from 2020)","Exports","75%+ Turnover Exported","Machinery and equipment n.e.c. (C28)","Euro Thousand","537644.067"
"Value","2024","EU27 countries (from 2020)","Exports","75%+ Turnover Exported","Motor vehicles, trailers and semi-trailers (C29)","Euro Thousand",""
"Value","2024","EU27 countries (from 2020)","Exports","75%+ Turnover Exported","Other transport equipment (C30)","Euro Thousand",""
"Value","2024","EU27 countries (from 2020)","Exports","75%+ Turnover Exported","Furniture (C31)","Euro Thousand","0"
"Value","2024","EU27 countries (from 2020)","Exports","75%+ Turnover Exported","Other manufacturing (C32)","Euro Thousand","5762732.746"
"Value","2024","EU27 countries (from 2020)","Exports","75%+ Turnover Exported","Repair and installation of machinery and equipment (C33)","Euro Thousand","39283.216"
"Value","2024","EU27 countries (from 2020)","Exports","75%+ Turnover Exported","Electricity, gas, steam and air conditioning supply (D)","Euro Thousand","0"
"Value","2024","EU27 countries (from 2020)","Exports","75%+ Turnover Exported","Water supply; sewerage, waste management and remediation activities (E)","Euro Thousand",""
"Value","2024","EU27 countries (from 2020)","Exports","75%+ Turnover Exported","Construction (F)","Euro Thousand",""
"Value","2024","EU27 countries (from 2020)","Exports","75%+ Turnover Exported","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro Thousand","2323675.04"
"Value","2024","EU27 countries (from 2020)","Exports","75%+ Turnover Exported","Wholesale and retail trade and repair of motor vehicles and motorcycles (G45)","Euro Thousand","8410.113"
"Value","2024","EU27 countries (from 2020)","Exports","75%+ Turnover Exported","Wholesale trade, except of motor vehicles and motorcycles (G46)","Euro Thousand","2194359.366"
"Value","2024","EU27 countries (from 2020)","Exports","75%+ Turnover Exported","Retail trade, except of motor vehicles and motorcycles (G47)","Euro Thousand","120905.561"
"Value","2024","EU27 countries (from 2020)","Exports","75%+ Turnover Exported","Transportation and storage (H)","Euro Thousand","6185.875"
"Value","2024","EU27 countries (from 2020)","Exports","75%+ Turnover Exported","Accommodation and Food and Other Services (I, O to U)","Euro Thousand",""
"Value","2024","EU27 countries (from 2020)","Exports","75%+ Turnover Exported","Information and communication (J)","Euro Thousand","36743.639"
"Value","2024","EU27 countries (from 2020)","Exports","75%+ Turnover Exported","Financial and insurance activities (K)","Euro Thousand",""
"Value","2024","EU27 countries (from 2020)","Exports","75%+ Turnover Exported","Real estate activities (L)","Euro Thousand",""
"Value","2024","EU27 countries (from 2020)","Exports","75%+ Turnover Exported","Professional, scientific and technical activities (M)","Euro Thousand","393943.147"
"Value","2024","EU27 countries (from 2020)","Exports","75%+ Turnover Exported","Administrative and support service activities (N)","Euro Thousand","1801312.943"
"Value","2024","EU27 countries (from 2020)","Exports","75%+ Turnover Exported","Unknown","Euro Thousand","0"
"Value","2024","EU27 countries (from 2020)","Exports","75%+ Turnover Exported","Total Trade in Goods","Euro Thousand","44361748.131"
"Value","2024","EU27 countries (from 2020)","Exports","Turnover Exported - Unknown","Agriculture, forestry and fishing (A)","Euro Thousand","11785.341"
"Value","2024","EU27 countries (from 2020)","Exports","Turnover Exported - Unknown","Agriculture, Forestry & Fishing, Construction and Services, excluding Retail & Wholesale (A, F, H -U)","Euro Thousand","1038043.247"
"Value","2024","EU27 countries (from 2020)","Exports","Turnover Exported - Unknown","Mining and quarrying (B)","Euro Thousand",""
"Value","2024","EU27 countries (from 2020)","Exports","Turnover Exported - Unknown","Industry (B - E)","Euro Thousand","3772920.182"
"Value","2024","EU27 countries (from 2020)","Exports","Turnover Exported - Unknown","Manufacturing (C)","Euro Thousand","3723041.695"
"Value","2024","EU27 countries (from 2020)","Exports","Turnover Exported - Unknown","Food products (C10)","Euro Thousand","924984.652"
"Value","2024","EU27 countries (from 2020)","Exports","Turnover Exported - Unknown","Beverages (C11)","Euro Thousand","86783.523"
"Value","2024","EU27 countries (from 2020)","Exports","Turnover Exported - Unknown","Tobacco products (C12)","Euro Thousand","0"
"Value","2024","EU27 countries (from 2020)","Exports","Turnover Exported - Unknown","Textiles (C13)","Euro Thousand",""
"Value","2024","EU27 countries (from 2020)","Exports","Turnover Exported - Unknown","Wearing apparel (C14)","Euro Thousand",""
"Value","2024","EU27 countries (from 2020)","Exports","Turnover Exported - Unknown","Leather and related products (C15)","Euro Thousand",""
"Value","2024","EU27 countries (from 2020)","Exports","Turnover Exported - Unknown","Wood and wood products, except furniture (C16)","Euro Thousand",""
"Value","2024","EU27 countries (from 2020)","Exports","Turnover Exported - Unknown","Paper and paper products (C17)","Euro Thousand",""
"Value","2024","EU27 countries (from 2020)","Exports","Turnover Exported - Unknown","Printing and reproduction of recorded media (C18)","Euro Thousand",""
"Value","2024","EU27 countries (from 2020)","Exports","Turnover Exported - Unknown","Coke and refined petroleum products (C19)","Euro Thousand","0"
"Value","2024","EU27 countries (from 2020)","Exports","Turnover Exported - Unknown","Chemicals and chemical products (C20)","Euro Thousand","22976.83"
"Value","2024","EU27 countries (from 2020)","Exports","Turnover Exported - Unknown","Basic pharmaceutical products and preparations (C21)","Euro Thousand","1841023.681"
"Value","2024","EU27 countries (from 2020)","Exports","Turnover Exported - Unknown","Rubber and plastic products (C22)","Euro Thousand","10484.725"
"Value","2024","EU27 countries (from 2020)","Exports","Turnover Exported - Unknown","Other non-metallic mineral products (C23)","Euro Thousand","334.949"
"Value","2024","EU27 countries (from 2020)","Exports","Turnover Exported - Unknown","Basic metals (C24)","Euro Thousand",""
"Value","2024","EU27 countries (from 2020)","Exports","Turnover Exported - Unknown","Fabricated metal products, except machinery and equipment (C25)","Euro Thousand","10339.525"
"Value","2024","EU27 countries (from 2020)","Exports","Turnover Exported - Unknown","Computer, electronic and optical products (C26)","Euro Thousand",""
"Value","2024","EU27 countries (from 2020)","Exports","Turnover Exported - Unknown","Electrical equipment (C27)","Euro Thousand",""
"Value","2024","EU27 countries (from 2020)","Exports","Turnover Exported - Unknown","Machinery and equipment n.e.c. (C28)","Euro Thousand","149937.973"
"Value","2024","EU27 countries (from 2020)","Exports","Turnover Exported - Unknown","Motor vehicles, trailers and semi-trailers (C29)","Euro Thousand",""
"Value","2024","EU27 countries (from 2020)","Exports","Turnover Exported - Unknown","Other transport equipment (C30)","Euro Thousand",""
"Value","2024","EU27 countries (from 2020)","Exports","Turnover Exported - Unknown","Furniture (C31)","Euro Thousand",""
"Value","2024","EU27 countries (from 2020)","Exports","Turnover Exported - Unknown","Other manufacturing (C32)","Euro Thousand",""
"Value","2024","EU27 countries (from 2020)","Exports","Turnover Exported - Unknown","Repair and installation of machinery and equipment (C33)","Euro Thousand",""
"Value","2024","EU27 countries (from 2020)","Exports","Turnover Exported - Unknown","Electricity, gas, steam and air conditioning supply (D)","Euro Thousand",""
"Value","2024","EU27 countries (from 2020)","Exports","Turnover Exported - Unknown","Water supply; sewerage, waste management and remediation activities (E)","Euro Thousand","11299.042"
"Value","2024","EU27 countries (from 2020)","Exports","Turnover Exported - Unknown","Construction (F)","Euro Thousand","3824.958"
"Value","2024","EU27 countries (from 2020)","Exports","Turnover Exported - Unknown","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro Thousand","2592044.734"
"Value","2024","EU27 countries (from 2020)","Exports","Turnover Exported - Unknown","Wholesale and retail trade and repair of motor vehicles and motorcycles (G45)","Euro Thousand","3473.379"
"Value","2024","EU27 countries (from 2020)","Exports","Turnover Exported - Unknown","Wholesale trade, except of motor vehicles and motorcycles (G46)","Euro Thousand","2177717.117"
"Value","2024","EU27 countries (from 2020)","Exports","Turnover Exported - Unknown","Retail trade, except of motor vehicles and motorcycles (G47)","Euro Thousand","410854.238"
"Value","2024","EU27 countries (from 2020)","Exports","Turnover Exported - Unknown","Transportation and storage (H)","Euro Thousand","21903.329"
"Value","2024","EU27 countries (from 2020)","Exports","Turnover Exported - Unknown","Accommodation and Food and Other Services (I, O to U)","Euro Thousand",""
"Value","2024","EU27 countries (from 2020)","Exports","Turnover Exported - Unknown","Information and communication (J)","Euro Thousand","41505.086"
"Value","2024","EU27 countries (from 2020)","Exports","Turnover Exported - Unknown","Financial and insurance activities (K)","Euro Thousand","610243.004"
"Value","2024","EU27 countries (from 2020)","Exports","Turnover Exported - Unknown","Real estate activities (L)","Euro Thousand",""
"Value","2024","EU27 countries (from 2020)","Exports","Turnover Exported - Unknown","Professional, scientific and technical activities (M)","Euro Thousand","77618.386"
"Value","2024","EU27 countries (from 2020)","Exports","Turnover Exported - Unknown","Administrative and support service activities (N)","Euro Thousand",""
"Value","2024","EU27 countries (from 2020)","Exports","Turnover Exported - Unknown","Unknown","Euro Thousand","0"
"Value","2024","EU27 countries (from 2020)","Exports","Turnover Exported - Unknown","Total Trade in Goods","Euro Thousand","7403008.163"
"Value","2024","EU27 countries (from 2020)","Exports","Total Trade of Exporting Enterprises","Agriculture, forestry and fishing (A)","Euro Thousand","94451.601"
"Value","2024","EU27 countries (from 2020)","Exports","Total Trade of Exporting Enterprises","Agriculture, Forestry & Fishing, Construction and Services, excluding Retail & Wholesale (A, F, H -U)","Euro Thousand","4705725.201"
"Value","2024","EU27 countries (from 2020)","Exports","Total Trade of Exporting Enterprises","Mining and quarrying (B)","Euro Thousand",""
"Value","2024","EU27 countries (from 2020)","Exports","Total Trade of Exporting Enterprises","Industry (B - E)","Euro Thousand","75240963.926"
"Value","2024","EU27 countries (from 2020)","Exports","Total Trade of Exporting Enterprises","Manufacturing (C)","Euro Thousand","75062906.3"
"Value","2024","EU27 countries (from 2020)","Exports","Total Trade of Exporting Enterprises","Food products (C10)","Euro Thousand","8621822.663"
"Value","2024","EU27 countries (from 2020)","Exports","Total Trade of Exporting Enterprises","Beverages (C11)","Euro Thousand","351565.256"
"Value","2024","EU27 countries (from 2020)","Exports","Total Trade of Exporting Enterprises","Tobacco products (C12)","Euro Thousand","0"
"Value","2024","EU27 countries (from 2020)","Exports","Total Trade of Exporting Enterprises","Textiles (C13)","Euro Thousand","60539.913"
"Value","2024","EU27 countries (from 2020)","Exports","Total Trade of Exporting Enterprises","Wearing apparel (C14)","Euro Thousand",""
"Value","2024","EU27 countries (from 2020)","Exports","Total Trade of Exporting Enterprises","Leather and related products (C15)","Euro Thousand",""
"Value","2024","EU27 countries (from 2020)","Exports","Total Trade of Exporting Enterprises","Wood and wood products, except furniture (C16)","Euro Thousand","110531.188"
"Value","2024","EU27 countries (from 2020)","Exports","Total Trade of Exporting Enterprises","Paper and paper products (C17)","Euro Thousand","85031.753"
"Value","2024","EU27 countries (from 2020)","Exports","Total Trade of Exporting Enterprises","Printing and reproduction of recorded media (C18)","Euro Thousand",""
"Value","2024","EU27 countries (from 2020)","Exports","Total Trade of Exporting Enterprises","Coke and refined petroleum products (C19)","Euro Thousand",""
"Value","2024","EU27 countries (from 2020)","Exports","Total Trade of Exporting Enterprises","Chemicals and chemical products (C20)","Euro Thousand",""
"Value","2024","EU27 countries (from 2020)","Exports","Total Trade of Exporting Enterprises","Basic pharmaceutical products and preparations (C21)","Euro Thousand","37171829.596"
"Value","2024","EU27 countries (from 2020)","Exports","Total Trade of Exporting Enterprises","Rubber and plastic products (C22)","Euro Thousand","1021875.308"
"Value","2024","EU27 countries (from 2020)","Exports","Total Trade of Exporting Enterprises","Other non-metallic mineral products (C23)","Euro Thousand","33864.589"
"Value","2024","EU27 countries (from 2020)","Exports","Total Trade of Exporting Enterprises","Basic metals (C24)","Euro Thousand","343439.417"
"Value","2024","EU27 countries (from 2020)","Exports","Total Trade of Exporting Enterprises","Fabricated metal products, except machinery and equipment (C25)","Euro Thousand","335379.336"
"Value","2024","EU27 countries (from 2020)","Exports","Total Trade of Exporting Enterprises","Computer, electronic and optical products (C26)","Euro Thousand","2058849.314"
"Value","2024","EU27 countries (from 2020)","Exports","Total Trade of Exporting Enterprises","Electrical equipment (C27)","Euro Thousand","326286.272"
"Value","2024","EU27 countries (from 2020)","Exports","Total Trade of Exporting Enterprises","Machinery and equipment n.e.c. (C28)","Euro Thousand","1026864.486"
"Value","2024","EU27 countries (from 2020)","Exports","Total Trade of Exporting Enterprises","Motor vehicles, trailers and semi-trailers (C29)","Euro Thousand","399515.12"
"Value","2024","EU27 countries (from 2020)","Exports","Total Trade of Exporting Enterprises","Other transport equipment (C30)","Euro Thousand","14522.591"
"Value","2024","EU27 countries (from 2020)","Exports","Total Trade of Exporting Enterprises","Furniture (C31)","Euro Thousand","25367.854"
"Value","2024","EU27 countries (from 2020)","Exports","Total Trade of Exporting Enterprises","Other manufacturing (C32)","Euro Thousand","6888086.794"
"Value","2024","EU27 countries (from 2020)","Exports","Total Trade of Exporting Enterprises","Repair and installation of machinery and equipment (C33)","Euro Thousand","61967.289"
"Value","2024","EU27 countries (from 2020)","Exports","Total Trade of Exporting Enterprises","Electricity, gas, steam and air conditioning supply (D)","Euro Thousand",""
"Value","2024","EU27 countries (from 2020)","Exports","Total Trade of Exporting Enterprises","Water supply; sewerage, waste management and remediation activities (E)","Euro Thousand","125746.579"
"Value","2024","EU27 countries (from 2020)","Exports","Total Trade of Exporting Enterprises","Construction (F)","Euro Thousand","37709.244"
"Value","2024","EU27 countries (from 2020)","Exports","Total Trade of Exporting Enterprises","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro Thousand","8048130.056"
"Value","2024","EU27 countries (from 2020)","Exports","Total Trade of Exporting Enterprises","Wholesale and retail trade and repair of motor vehicles and motorcycles (G45)","Euro Thousand","54654.972"
"Value","2024","EU27 countries (from 2020)","Exports","Total Trade of Exporting Enterprises","Wholesale trade, except of motor vehicles and motorcycles (G46)","Euro Thousand","7304551.438"
"Value","2024","EU27 countries (from 2020)","Exports","Total Trade of Exporting Enterprises","Retail trade, except of motor vehicles and motorcycles (G47)","Euro Thousand","688923.646"
"Value","2024","EU27 countries (from 2020)","Exports","Total Trade of Exporting Enterprises","Transportation and storage (H)","Euro Thousand","177102.148"
"Value","2024","EU27 countries (from 2020)","Exports","Total Trade of Exporting Enterprises","Accommodation and Food and Other Services (I, O to U)","Euro Thousand",""
"Value","2024","EU27 countries (from 2020)","Exports","Total Trade of Exporting Enterprises","Information and communication (J)","Euro Thousand","929340.362"
"Value","2024","EU27 countries (from 2020)","Exports","Total Trade of Exporting Enterprises","Financial and insurance activities (K)","Euro Thousand","654908.338"
"Value","2024","EU27 countries (from 2020)","Exports","Total Trade of Exporting Enterprises","Real estate activities (L)","Euro Thousand",""
"Value","2024","EU27 countries (from 2020)","Exports","Total Trade of Exporting Enterprises","Professional, scientific and technical activities (M)","Euro Thousand","626081.708"
"Value","2024","EU27 countries (from 2020)","Exports","Total Trade of Exporting Enterprises","Administrative and support service activities (N)","Euro Thousand","2135923.217"
"Value","2024","EU27 countries (from 2020)","Exports","Total Trade of Exporting Enterprises","Unknown","Euro Thousand","0"
"Value","2024","EU27 countries (from 2020)","Exports","Total Trade of Exporting Enterprises","Total Trade in Goods","Euro Thousand","87994819.183"
"Value","2024","All countries excluding EU272020","Imports","0% Turnover Exported","Agriculture, forestry and fishing (A)","Euro Thousand","94693.957"
"Value","2024","All countries excluding EU272020","Imports","0% Turnover Exported","Agriculture, Forestry & Fishing, Construction and Services, excluding Retail & Wholesale (A, F, H -U)","Euro Thousand","1430867.499"
"Value","2024","All countries excluding EU272020","Imports","0% Turnover Exported","Mining and quarrying (B)","Euro Thousand",""
"Value","2024","All countries excluding EU272020","Imports","0% Turnover Exported","Industry (B - E)","Euro Thousand","1488332.875"
"Value","2024","All countries excluding EU272020","Imports","0% Turnover Exported","Manufacturing (C)","Euro Thousand","1081964.578"
"Value","2024","All countries excluding EU272020","Imports","0% Turnover Exported","Food products (C10)","Euro Thousand","176128.328"
"Value","2024","All countries excluding EU272020","Imports","0% Turnover Exported","Beverages (C11)","Euro Thousand","11534.704"
"Value","2024","All countries excluding EU272020","Imports","0% Turnover Exported","Tobacco products (C12)","Euro Thousand","0"
"Value","2024","All countries excluding EU272020","Imports","0% Turnover Exported","Textiles (C13)","Euro Thousand","20580.4"
"Value","2024","All countries excluding EU272020","Imports","0% Turnover Exported","Wearing apparel (C14)","Euro Thousand","3902.853"
"Value","2024","All countries excluding EU272020","Imports","0% Turnover Exported","Leather and related products (C15)","Euro Thousand","1140.818"
"Value","2024","All countries excluding EU272020","Imports","0% Turnover Exported","Wood and wood products, except furniture (C16)","Euro Thousand","40351.902"
"Value","2024","All countries excluding EU272020","Imports","0% Turnover Exported","Paper and paper products (C17)","Euro Thousand","47122.488"
"Value","2024","All countries excluding EU272020","Imports","0% Turnover Exported","Printing and reproduction of recorded media (C18)","Euro Thousand","9783.496"
"Value","2024","All countries excluding EU272020","Imports","0% Turnover Exported","Coke and refined petroleum products (C19)","Euro Thousand",""
"Value","2024","All countries excluding EU272020","Imports","0% Turnover Exported","Chemicals and chemical products (C20)","Euro Thousand","175141.657"
"Value","2024","All countries excluding EU272020","Imports","0% Turnover Exported","Basic pharmaceutical products and preparations (C21)","Euro Thousand",""
"Value","2024","All countries excluding EU272020","Imports","0% Turnover Exported","Rubber and plastic products (C22)","Euro Thousand",""
"Value","2024","All countries excluding EU272020","Imports","0% Turnover Exported","Other non-metallic mineral products (C23)","Euro Thousand",""
"Value","2024","All countries excluding EU272020","Imports","0% Turnover Exported","Basic metals (C24)","Euro Thousand","4403.887"
"Value","2024","All countries excluding EU272020","Imports","0% Turnover Exported","Fabricated metal products, except machinery and equipment (C25)","Euro Thousand","64732.266"
"Value","2024","All countries excluding EU272020","Imports","0% Turnover Exported","Computer, electronic and optical products (C26)","Euro Thousand","10933.368"
"Value","2024","All countries excluding EU272020","Imports","0% Turnover Exported","Electrical equipment (C27)","Euro Thousand","64185.993"
"Value","2024","All countries excluding EU272020","Imports","0% Turnover Exported","Machinery and equipment n.e.c. (C28)","Euro Thousand","31902.433"
"Value","2024","All countries excluding EU272020","Imports","0% Turnover Exported","Motor vehicles, trailers and semi-trailers (C29)","Euro Thousand",""
"Value","2024","All countries excluding EU272020","Imports","0% Turnover Exported","Other transport equipment (C30)","Euro Thousand",""
"Value","2024","All countries excluding EU272020","Imports","0% Turnover Exported","Furniture (C31)","Euro Thousand","43059.562"
"Value","2024","All countries excluding EU272020","Imports","0% Turnover Exported","Other manufacturing (C32)","Euro Thousand",""
"Value","2024","All countries excluding EU272020","Imports","0% Turnover Exported","Repair and installation of machinery and equipment (C33)","Euro Thousand","28019.865"
"Value","2024","All countries excluding EU272020","Imports","0% Turnover Exported","Electricity, gas, steam and air conditioning supply (D)","Euro Thousand",""
"Value","2024","All countries excluding EU272020","Imports","0% Turnover Exported","Water supply; sewerage, waste management and remediation activities (E)","Euro Thousand","10863.586"
"Value","2024","All countries excluding EU272020","Imports","0% Turnover Exported","Construction (F)","Euro Thousand","401593.325"
"Value","2024","All countries excluding EU272020","Imports","0% Turnover Exported","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro Thousand","4453476.316"
"Value","2024","All countries excluding EU272020","Imports","0% Turnover Exported","Wholesale and retail trade and repair of motor vehicles and motorcycles (G45)","Euro Thousand","916948.412"
